survived,pclass,sex,age,sibsp,parch,fare,alone,fare_category,embarked_0,embarked_1,embarked_2,who_0,who_1,who_2,deck_0,deck_1,deck_2,deck_3,deck_4,deck_5,deck_6,deck_7
1,1,0,28,0,0,13,1,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,2,1,30,0,0,8,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,1,4,0,2,81,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1,1,0,13,0,1,19,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1,0,1,34,0,0,26,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1,2,0,5,2,1,19,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,1,52,0,0,30,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,1,1,36,1,2,27,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,30,1,0,19,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,0,1,30,0,0,27,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0,1,49,1,0,89,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,2,1,30,0,0,8,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,2,1,29,0,0,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,1,65,0,0,26,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1,0,0,30,1,0,51,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1,1,0,50,0,0,10,1,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,2,1,30,0,0,7,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1,0,1,48,0,0,26,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
0,2,1,34,0,0,8,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,0,1,47,0,0,38,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
0,1,1,48,0,0,13,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,30,0,0,8,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,38,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,1,1,30,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,0,1,56,0,0,26,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,2,1,30,0,0,7,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1,2,0,0,2,1,19,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0
0,2,1,30,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,38,0,0,8,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,1,0,33,1,2,27,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,1,0,23,0,0,13,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0,2,0,22,0,0,9,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,0,1,30,0,0,52,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
0,1,1,34,1,0,21,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,29,1,0,7,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,22,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,2,0,2,0,1,12,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0
0,2,1,9,5,2,46,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0,1,1,30,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,2,1,50,0,0,8,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,2,0,63,0,0,9,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,0,1,25,1,0,91,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0,2,0,30,3,1,25,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,0,0,35,1,0,90,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
0,0,1,58,0,0,29,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0,2,1,30,0,0,8,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,2,1,9,1,1,15,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0
0,2,1,30,1,0,19,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,2,1,21,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,0,1,55,0,0,30,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,0,1,71,0,0,49,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0,2,1,21,0,0,8,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,30,0,0,14,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,54,1,0,78,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0,2,1,30,0,0,15,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,0,0,25,1,2,151,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
0,2,1,24,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,17,0,0,8,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,2,0,21,0,0,7,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,2,0,30,0,0,7,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,2,0,37,0,0,9,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,0,0,16,0,0,86,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0,0,1,18,1,0,108,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0,33,0,2,26,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,0,1,30,0,0,26,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,2,1,28,0,0,22,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,2,1,26,0,0,56,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,2,1,29,0,0,7,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
0,2,1,30,0,0,8,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,1,36,0,0,26,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1,0,0,54,1,0,59,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
0,2,1,24,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,0,1,47,0,0,34,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1,1,0,34,0,0,10,1,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,2,1,30,0,0,24,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1,1,0,36,1,0,26,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,2,1,32,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,0,30,0,0,93,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0,2,1,22,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,30,0,0,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,44,0,1,57,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
0,2,1,30,0,0,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,2,1,40,0,0,7,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1,1,0,50,0,0,10,1,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,0,1,30,0,0,221,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,2,1,39,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,1,1,23,2,1,11,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,1,0,2,1,1,26,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0
0,2,1,30,0,0,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,2,1,17,1,1,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,2,0,30,0,2,22,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,2,0,30,0,0,8,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,1,0,7,0,2,26,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
0,0,1,45,0,0,26,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1,0,0,30,0,0,106,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
0,2,1,30,0,0,14,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,0,0,22,0,2,49,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
1,0,0,36,0,2,71,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0,2,0,9,4,2,31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0,2,0,11,4,2,31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,1,1,32,1,0,26,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,0,1,50,1,0,106,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0,1,64,0,0,26,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1,1,0,19,1,0,26,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,1,1,30,0,0,13,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0,2,1,33,1,1,20,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,1,1,8,1,1,36,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1,0,1,17,0,2,110,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,1,1,27,0,0,26,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,30,0,0,7,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1,2,1,22,0,0,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,2,0,22,0,0,7,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,0,1,62,0,0,26,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1,0,0,48,1,0,39,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
0,0,1,30,0,0,227,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0,39,1,1,79,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1,2,0,36,1,0,17,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,2,1,30,0,0,7,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
0,2,1,40,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,1,1,28,0,0,13,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,30,0,0,8,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,0,30,0,0,8,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,2,1,24,2,0,24,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,2,1,19,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,0,29,0,4,21,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,2,1,30,0,0,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,2,1,32,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,1,1,62,0,0,10,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,0,53,2,0,51,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1,0,1,36,0,0,26,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1,2,0,30,0,0,7,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,2,1,16,0,0,8,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,19,0,0,14,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,1,0,34,0,0,13,1,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,0,0,39,1,0,55,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0,2,0,30,1,0,14,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1,2,1,32,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,1,0,25,1,1,30,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,0,0,39,1,1,110,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,1,1,54,0,0,26,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,0,1,36,0,0,40,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
0,2,1,30,0,0,8,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,18,0,2,79,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0,1,1,47,0,0,15,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,1,60,1,1,79,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0,2,1,22,0,0,8,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,30,0,0,8,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,35,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,0,52,1,0,78,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0,2,1,47,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,0,30,0,2,7,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,1,1,37,1,0,26,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,36,1,1,24,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,1,0,30,0,0,33,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,2,1,49,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,30,0,0,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,49,1,0,56,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1,0,24,2,1,27,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,2,1,30,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,0,1,30,0,0,42,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,2,1,44,0,0,8,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,1,35,0,0,26,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0,2,1,36,1,0,15,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,2,1,30,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,1,27,0,0,30,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1,1,0,22,1,2,41,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,40,0,0,153,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
0,2,0,39,1,5,31,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,2,1,30,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,2,0,30,1,0,15,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,2,1,30,0,0,7,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
0,2,1,35,0,0,8,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,1,0,24,1,2,65,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,2,1,34,1,1,14,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,2,0,26,1,0,16,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,1,0,4,2,1,39,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
0,1,1,26,0,0,10,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,27,1,0,14,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,1,42,1,0,52,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1,2,1,20,1,1,15,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0,2,1,21,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,21,0,0,16,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,0,1,61,0,0,32,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
0,1,1,57,0,0,12,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1,0,0,21,0,0,77,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
0,2,1,26,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,30,0,0,7,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1,0,1,80,0,0,30,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
0,2,1,51,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,1,32,0,0,30,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,1,30,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0,2,0,9,3,2,27,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,1,0,28,0,0,13,1,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,2,1,32,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,1,1,31,1,1,26,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,0,41,0,5,39,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,2,1,30,1,0,16,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,2,1,20,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,0,24,0,0,69,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
0,2,0,2,3,2,27,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,2,1,30,0,0,56,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,2,0,0,2,1,19,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,1,48,1,0,76,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0,2,1,19,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,1,56,0,0,35,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
0,2,1,30,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,2,0,23,0,0,7,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,2,1,30,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,1,0,18,0,1,23,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,2,1,21,0,0,8,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,2,0,30,0,0,7,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,2,0,18,0,0,6,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,1,1,24,2,0,73,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,30,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,0,32,1,1,15,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,1,1,23,0,0,13,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,0,1,58,0,2,113,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,1,50,2,0,133,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,2,1,40,0,0,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,1,47,0,0,25,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0
0,2,1,36,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,2,1,20,1,0,7,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,1,1,32,2,0,73,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
