survived,pclass,sex,age,sibsp,parch,fare,alone,fare_category,embarked_0,embarked_1,embarked_2,who_0,who_1,who_2,deck_0,deck_1,deck_2,deck_3,deck_4,deck_5,deck_6,deck_7
0,1,1,25,0,0,13,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,30,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,43,0,0,8,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,0,30,1,0,52,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1,1,0,40,1,1,39,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,0,1,31,1,0,52,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0,1,1,70,0,0,10,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,1,1,31,0,0,13,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,1,1,30,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,2,1,18,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,24,0,0,8,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,2,0,18,0,0,9,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,2,0,43,1,6,46,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,0,1,36,0,1,512,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0,2,0,30,0,0,8,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,0,1,27,0,0,76,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0,2,1,20,0,0,9,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,2,1,14,5,2,46,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0,1,1,60,1,1,39,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,1,1,25,1,2,41,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,2,1,14,4,1,39,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0,2,1,19,0,0,10,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,2,1,18,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,0,15,0,1,211,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
1,0,1,31,1,0,57,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1,2,0,4,0,1,13,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1,2,1,30,0,0,56,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,2,1,25,0,0,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,1,60,0,0,26,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,1,1,52,0,0,13,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,44,0,0,8,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,2,0,30,0,0,7,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,0,1,49,1,1,110,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,2,1,42,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,0,18,1,0,227,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1,0,1,35,0,0,26,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
0,2,0,18,0,1,14,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,2,1,25,0,0,7,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
0,2,1,26,1,0,7,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,1,1,39,0,0,26,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,1,0,45,0,0,13,1,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,0,1,42,0,0,26,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1,0,0,22,0,0,151,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1,2,1,30,1,1,15,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,24,0,0,49,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,1,30,0,0,26,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1,0,1,48,1,0,52,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,2,1,29,0,0,9,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,1,1,52,0,0,13,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,19,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,0,38,0,0,227,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1,1,0,27,0,0,10,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0,2,1,30,0,0,15,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,2,1,33,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,1,0,6,0,1,33,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
0,2,1,17,1,0,7,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,1,1,34,0,0,13,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,1,1,50,0,0,13,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,1,27,1,0,53,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
0,2,1,20,0,0,8,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,1,0,30,3,0,21,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,2,0,30,0,0,7,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,1,1,25,1,0,26,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,0,25,1,0,7,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,0,0,29,0,0,211,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0,2,1,11,0,0,18,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0
0,1,1,30,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,1,1,23,0,0,13,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,1,1,23,0,0,13,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,28,0,0,16,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,2,0,48,1,3,34,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,0,1,35,0,0,512,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0,2,1,30,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,30,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,1,30,0,0,30,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
0,0,1,36,1,0,78,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1,0,0,21,2,2,262,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
0,2,1,24,1,0,16,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,2,1,31,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,0,1,70,1,1,71,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0,2,1,16,1,1,20,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,1,0,30,0,0,13,1,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,0,1,19,1,0,53,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
0,2,1,31,0,0,7,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1,1,0,4,1,1,23,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1,2,1,6,0,1,12,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0
0,2,1,33,0,0,9,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,2,1,23,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,1,0,48,1,2,65,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,1,1,0,1,1,14,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0
0,2,1,28,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,1,1,18,0,0,11,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,34,0,0,8,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,0,33,0,0,86,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0,2,1,30,0,0,14,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,2,1,41,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,2,1,20,0,0,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,36,1,2,120,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0,2,1,16,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,0,51,1,0,77,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
0,0,1,30,0,0,39,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0,2,0,30,0,0,7,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,2,1,30,1,0,24,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,2,1,32,0,0,8,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,24,0,0,9,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,2,1,48,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,1,0,57,0,0,10,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0,2,1,30,0,0,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,0,54,1,3,23,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,2,1,18,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,30,0,0,7,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1,2,0,5,0,0,12,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0
0,2,1,30,0,0,7,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,43,0,1,211,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1,2,0,13,0,0,7,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,17,1,0,57,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0,0,1,29,0,0,30,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
0,2,1,30,1,2,23,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,2,1,25,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,25,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,2,0,18,0,0,7,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,2,1,8,4,1,29,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,2,1,1,1,2,20,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0
0,0,1,46,0,0,79,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0,2,1,30,0,0,7,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
0,1,1,16,0,0,26,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,0,30,6,2,69,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,0,1,30,0,0,30,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
0,2,1,25,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,1,1,39,0,0,13,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,0,49,0,0,25,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1,2,0,31,0,0,8,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,2,1,30,0,0,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,2,0,30,1,1,24,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,1,1,34,0,0,13,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,1,0,31,1,1,26,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,0,1,11,1,2,120,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
1,2,1,0,0,1,8,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2,1,27,0,0,6,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,31,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,0,1,39,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
0,2,0,18,0,0,7,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,1,1,39,0,0,13,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,0,33,1,0,53,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0,2,1,26,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,39,0,0,24,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,1,1,35,0,0,10,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,0,6,4,2,31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0,2,1,30,0,0,8,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,0,1,30,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0,2,0,23,0,0,7,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,1,1,31,1,1,37,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,2,1,43,0,0,6,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,10,3,2,27,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1,0,0,52,1,1,93,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1,2,1,27,0,0,8,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,0,1,38,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1,2,0,27,0,1,12,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0,2,1,2,4,1,39,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0,2,1,30,0,0,6,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
0,2,1,30,0,0,56,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,1,1,1,0,2,37,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2,1,30,0,0,7,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1,2,0,15,1,0,14,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1,1,1,0,1,1,18,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0
0,2,1,30,0,0,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,2,1,23,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,18,0,0,8,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,0,39,1,1,83,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,2,1,21,0,0,8,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,2,1,30,0,0,8,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,2,1,32,0,0,56,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1,0,1,30,0,0,29,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,2,1,20,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,1,1,16,0,0,10,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,0,30,0,0,31,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
0,2,1,34,0,0,6,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,2,1,17,0,0,8,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,2,1,42,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,30,6,2,69,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,2,1,35,0,0,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,1,1,28,0,1,33,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,0,30,1,0,89,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0,2,1,4,4,2,31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
0,2,1,74,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,0,9,1,1,15,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,0,16,0,1,39,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
0,1,0,44,1,0,26,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,2,0,18,0,1,9,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,0,0,45,1,1,164,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1,0,1,51,0,0,26,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1,2,0,24,0,3,19,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,2,1,30,0,0,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,2,1,41,2,0,14,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,1,1,21,1,0,11,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,0,48,0,0,25,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0
0,2,0,30,6,2,69,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,1,1,24,0,0,13,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,1,0,42,0,0,13,1,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,1,0,27,1,0,13,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,31,0,0,50,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
0,2,1,30,0,0,9,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,2,1,4,1,1,11,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0
0,2,1,26,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,0,47,1,1,52,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
0,0,1,33,0,0,5,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0,2,1,47,0,0,9,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,1,0,28,1,0,24,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1,2,0,15,0,0,7,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,2,1,20,0,0,9,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,2,1,19,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,30,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,0,56,0,1,83,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1,1,0,25,0,1,26,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,2,1,33,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,0,22,0,0,10,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,1,1,28,0,0,10,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,1,25,0,0,7,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,2,0,39,0,5,29,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0,1,1,27,0,0,13,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,0,19,0,0,30,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
0,2,0,30,1,2,23,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1,0,1,26,0,0,30,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,2,1,32,0,0,7,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
